UF,COD_UF,COD_AREA,COD_IBGE,CIDADE,CAPITAL,PRESTADORA,TCN_2G,TCN_3G,TCN_4G,TCN_5G
Santa Catarina,42,49,4209854,Lindóia do Sul,NÃO,TIM,1,1,1,null
Minas Gerais,31,38,3112703,Capitão Enéas,NÃO,VIVO,2,4,6,null
Minas Gerais,31,34,3115805,Centralina,NÃO,TIM,2,1,1,null
Minas Gerais,31,33,3134004,Itinga,NÃO,TIM,null,null,2,null
Pará,15,93,1505650,Placas,NÃO,TIM,1,null,2,null
Paraná,41,44,4118402,Paranavaí,NÃO,TIM,7,8,13,8
Pará,15,94,1500131,Abel Figueiredo,NÃO,CLARO,null,1,null,null
Minas Gerais,31,34,3151602,Planura,NÃO,VIVO,1,1,1,null
Paraná,41,42,4128658,Virmond,NÃO,VIVO,1,1,1,null
Minas Gerais,31,32,3143906,Muriaé,NÃO,VIVO,7,14,17,6
Espírito Santo,32,27,3200300,Alfredo Chaves,NÃO,CLARO,1,1,1,null
Pernambuco,26,81,2616407,Vitória de Santo Antão,NÃO,VIVO,13,15,16,3
Rio Grande do Norte,24,84,2406106,Jucurutu,NÃO,CLARO,1,1,1,null
Maranhão,21,99,2112233,Trizidela do Vale,NÃO,TIM,1,null,1,null
Santa Catarina,42,49,4207809,Irani,NÃO,CLARO,1,1,1,null
Minas Gerais,31,33,3157658,Santa Helena de Minas,NÃO,VIVO,null,2,2,null
Ceará,23,88,2307007,Jaguaruana,NÃO,TIM,1,1,1,null
São Paulo,35,18,3502804,Araçatuba,NÃO,TIM,29,14,33,12
Maranhão,21,98,2112407,Turiaçu,NÃO,TIM,null,2,4,null
Minas Gerais,31,31,3146107,Ouro Preto,NÃO,CLARO,24,23,30,null
Alagoas,27,82,2706422,Pariconha,NÃO,VIVO,1,1,1,null
São Paulo,35,17,3518909,Guzolândia,NÃO,CLARO,2,2,2,null
Santa Catarina,42,47,4206900,Ibirama,NÃO,TIM,1,3,3,null
Santa Catarina,42,47,4216354,São João do Itaperiú,NÃO,UNIFIQUE TELECOMUNICACOES S/A,null,null,1,1
Maranhão,21,99,2103000,Caxias,NÃO,BRISANET,null,null,2,2
Rio Grande do Sul,43,55,4302154,Boa Vista das Missões,NÃO,VIVO,1,1,1,null
Minas Gerais,31,37,3133501,Itapecerica,NÃO,TIM,4,2,2,null
Maranhão,21,99,2104057,Estreito,NÃO,CLARO,1,2,2,null
Piauí,22,86,2202406,Capitão de Campos,NÃO,VIVO,1,1,1,null
Pará,15,91,1500800,Ananindeua,NÃO,VIVO,16,34,70,82
Mato Grosso,51,65,5106224,Nova Mutum,NÃO,VIVO,5,8,8,3
Rio Grande do Norte,24,84,2411403,Santana do Matos,NÃO,CLARO,1,1,1,null
Maranhão,21,98,2101350,Bacurituba,NÃO,VIVO,1,1,1,null
Bahia,29,71,2907509,Catu,NÃO,CLARO,2,3,3,null
Piauí,22,86,2206100,Matias Olímpio,NÃO,VIVO,1,1,2,null
Minas Gerais,31,31,3161007,São Domingos do Prata,NÃO,VIVO,3,7,8,null
Goiás,52,62,5214002,Mozarlândia,NÃO,VIVO,1,null,1,null
Minas Gerais,31,31,3153806,Queluzito,NÃO,CLARO,1,1,1,null
Tocantins,17,63,1705102,Chapada da Natividade,NÃO,TIM,null,null,1,null
Minas Gerais,31,32,3128501,Guarará,NÃO,TIM,null,null,1,null
Tocantins,17,63,1715002,Nova Rosalândia,NÃO,CLARO,3,1,3,null
Paraná,41,41,4114302,Mandirituba,NÃO,VIVO,1,4,4,null
Sergipe,28,79,2803609,Laranjeiras,NÃO,VIVO,4,4,4,null
Rio Grande do Sul,43,51,4303905,Campo Bom,NÃO,TIM,4,5,6,null
Minas Gerais,31,32,3123304,Dores do Turvo,NÃO,VIVO,null,1,2,null
Ceará,23,88,2300101,Abaiara,NÃO,BRISANET,null,null,2,2
Santa Catarina,42,49,4211058,Monte Carlo,NÃO,TIM,1,2,1,null
Bahia,29,74,2917706,Jaguarari,NÃO,VIVO,3,4,7,null
Minas Gerais,31,31,3142304,Moeda,NÃO,CLARO,2,2,2,null
Tocantins,17,63,1711506,Jaú do Tocantins,NÃO,CLARO,1,2,2,null
Bahia,29,75,2932903,Valença,NÃO,TIM,2,2,6,2
São Paulo,35,19,3556206,Valinhos,NÃO,VIVO,8,13,20,11
Rio de Janeiro,33,22,3300605,Bom Jesus do Itabapoana,NÃO,TIM,2,3,4,null
Rio de Janeiro,33,22,3300209,Araruama,NÃO,VIVO,13,25,29,11
Santa Catarina,42,48,4218806,Turvo,NÃO,TIM,1,2,1,null
Paraná,41,42,4108452,Foz do Jordão,NÃO,VIVO,null,1,1,null
Tocantins,17,63,1702703,Aurora do Tocantins,NÃO,CLARO,1,1,1,null
Bahia,29,71,2919926,Madre de Deus,NÃO,CLARO,1,2,1,null
Ceará,23,88,2310506,Pedra Branca,NÃO,BRISANET,null,null,2,2
Minas Gerais,31,33,3157104,Salto da Divisa,NÃO,VIVO,null,2,2,null
Minas Gerais,31,32,3115300,Cataguases,NÃO,VIVO,3,10,13,3
Espírito Santo,32,28,3202603,Iconha,NÃO,VIVO,4,3,6,null
Santa Catarina,42,49,4211801,Ouro,NÃO,TIM,1,2,1,null
Bahia,29,73,2927705,Santa Cruz Cabrália,NÃO,VIVO,3,6,8,3
Bahia,29,75,2907301,Castro Alves,NÃO,CLARO,3,1,3,null
São Paulo,35,12,3555406,Ubatuba,NÃO,VIVO,21,33,43,19
Goiás,52,62,5204607,Campestre de Goiás,NÃO,VIVO,null,1,1,null
São Paulo,35,19,3551603,Serra Negra,NÃO,CLARO,7,8,9,null
Maranhão,21,98,2107456,Olinda Nova do Maranhão,NÃO,TIM,null,null,1,null
Mato Grosso do Sul,50,67,5004403,Inocência,NÃO,CLARO,1,1,1,null
São Paulo,35,18,3537404,Pereira Barreto,NÃO,CLARO,5,3,5,null
Maranhão,21,98,2111201,São José de Ribamar,NÃO,VIVO,20,32,61,14
Santa Catarina,42,48,4217006,São Ludgero,NÃO,CLARO,2,1,2,null
Santa Catarina,42,48,4205407,Florianópolis,SIM,VIVO,65,85,114,100
Rio Grande do Sul,43,51,4315206,Putinga,NÃO,TIM,null,1,2,null
Mato Grosso,51,65,5101258,Araputanga,NÃO,VIVO,4,2,2,null
São Paulo,35,11,3548708,São Bernardo do Campo,NÃO,CLARO,59,82,122,112
Paraíba,25,83,2505105,Cuité,NÃO,CLARO,1,null,1,null
Ceará,23,88,2306504,Itapiúna,NÃO,TIM,1,1,2,null
Mato Grosso do Sul,50,67,5005707,Naviraí,NÃO,TIM,3,3,4,null
Tocantins,17,63,1704600,Chapada de Areia,NÃO,VIVO,1,1,1,null
Paraná,41,43,4113403,Leópolis,NÃO,VIVO,null,1,1,null
Amazonas,13,97,1302306,Jutaí,NÃO,TIM,null,null,1,null
Bahia,29,75,2926608,Ribeira do Pombal,NÃO,CLARO,3,4,4,null
Ceará,23,88,2302602,Camocim,NÃO,TIM,1,1,2,1
Santa Catarina,42,47,4216354,São João do Itaperiú,NÃO,CLARO,1,null,1,null
Rio Grande do Norte,24,84,2410207,Portalegre,NÃO,VIVO,null,1,1,null
Goiás,52,62,5208905,Goiás,NÃO,TIM,1,null,2,1
Bahia,29,73,2922607,Nilo Peçanha,NÃO,VIVO,2,2,2,null
Rio Grande do Sul,43,54,4320800,Soledade,NÃO,CLARO,2,2,2,null
Paraná,41,43,4121802,Ribeirão Claro,NÃO,VIVO,1,1,1,null
Minas Gerais,31,33,3166105,Senhora do Porto,NÃO,VIVO,null,2,2,null
Pernambuco,26,87,2608057,Jatobá,NÃO,TIM,null,1,1,null
Mato Grosso do Sul,50,67,5007505,Rochedo,NÃO,CLARO,null,1,null,null
Santa Catarina,42,49,4215406,Salto Veloso,NÃO,TIM,1,2,2,null
Paraná,41,44,4107108,Diamante do Norte,NÃO,CLARO,null,1,1,null
Maranhão,21,99,2105476,Jenipapo dos Vieiras,NÃO,CLARO,1,1,1,null
Paraná,41,43,4101903,Assaí,NÃO,CLARO,1,1,1,null
Rio Grande do Norte,24,84,2404853,Itajá,NÃO,CLARO,1,1,1,null
Ceará,23,88,2309003,Mucambo,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4204350,Cordilheira Alta,NÃO,VIVO,null,2,2,null
São Paulo,35,15,3502705,Apiaí,NÃO,TIM,3,1,2,null
Minas Gerais,31,33,3122355,Divisa Alegre,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4303103,Cachoeirinha,NÃO,VIVO,8,12,16,11
Paraíba,25,83,2507705,Juazeirinho,NÃO,TIM,1,1,1,null
Bahia,29,73,2933257,Vereda,NÃO,TIM,null,1,1,null
Minas Gerais,31,35,3134806,Jacuí,NÃO,CLARO,1,null,1,null
Rio Grande do Norte,24,84,2406106,Jucurutu,NÃO,BRISANET,null,null,2,2
Goiás,52,64,5207253,Doverlândia,NÃO,TIM,null,null,1,null
Ceará,23,85,2301406,Aratuba,NÃO,VIVO,null,2,2,null
São Paulo,35,11,3544103,Rio Grande da Serra,NÃO,CLARO,2,5,5,null
Minas Gerais,31,37,3133808,Itaúna,NÃO,CLARO,13,12,17,null
Bahia,29,75,2903276,Barrocas,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3143005,Monte Belo,NÃO,TIM,3,1,1,null
Rio Grande do Sul,43,54,4301701,Barão de Cotegipe,NÃO,TIM,1,null,1,null
Paraná,41,43,4120507,Primeiro de Maio,NÃO,CLARO,2,1,2,null
Santa Catarina,42,49,4202503,Bom Jardim da Serra,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,51,4312054,Marques de Souza,NÃO,CLARO,4,2,4,null
Rio Grande do Norte,24,84,2412203,São José de Mipibu,NÃO,BRISANET,null,null,1,null
Bahia,29,77,2926202,Riachão das Neves,NÃO,TIM,null,3,4,null
São Paulo,35,12,3513603,Cunha,NÃO,TIM,1,1,1,null
Minas Gerais,31,35,3130408,Ijaci,NÃO,TIM,1,1,1,null
Minas Gerais,31,34,3123502,Douradoquara,NÃO,VIVO,null,1,1,null
Espírito Santo,32,27,3205002,Serra,NÃO,VIVO,44,100,114,105
Paraíba,25,83,2505279,Curral de Cima,NÃO,VIVO,null,1,1,null
Ceará,23,88,2305654,Ipaporanga,NÃO,BRISANET,null,null,4,4
Tocantins,17,63,1712454,Luzinópolis,NÃO,CLARO,null,1,1,null
Ceará,23,85,2306306,Itapajé,NÃO,CLARO,4,3,4,null
São Paulo,35,15,3543501,Riversul,NÃO,TIM,2,2,2,null
Rio Grande do Norte,24,84,2412906,São Tomé,NÃO,VIVO,null,2,1,null
Amazonas,13,92,1300300,Autazes,NÃO,TIM,2,1,2,null
Tocantins,17,63,1714203,Natividade,NÃO,CLARO,3,3,4,null
Maranhão,21,99,2112209,Timon,NÃO,TIM,4,5,15,3
Paraná,41,46,4116950,Nova Esperança do Sudoeste,NÃO,VIVO,null,2,2,null
Mato Grosso,51,66,5106208,Nova Brasilândia,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4318002,São Borja,NÃO,VIVO,7,10,11,6
Santa Catarina,42,47,4219358,Vitor Meireles,NÃO,CLARO,1,1,2,null
Rio Grande do Norte,24,84,2406700,Lajes,NÃO,VIVO,null,1,1,null
Tocantins,17,63,1717909,Ponte Alta do Tocantins,NÃO,CLARO,null,1,1,null
São Paulo,35,14,3514106,Dois Córregos,NÃO,CLARO,2,1,2,null
Rio Grande do Sul,43,51,4304697,Capitão,NÃO,CLARO,1,1,1,null
Minas Gerais,31,33,3123106,Dores de Guanhães,NÃO,CLARO,1,2,2,null
Minas Gerais,31,31,3161007,São Domingos do Prata,NÃO,TIM,3,1,2,null
Acre,12,68,1200203,Cruzeiro do Sul,NÃO,TIM,3,4,4,null
Ceará,23,85,2310209,Paracuru,NÃO,BRISANET,null,null,4,3
Acre,12,68,1200393,Porto Walter,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4307708,Esteio,NÃO,TIM,5,7,12,null
Rio Grande do Norte,24,84,2402907,Coronel João Pessoa,NÃO,BRISANET,null,null,2,2
Piauí,22,86,2205458,Joca Marques,NÃO,VIVO,1,1,1,null
Maranhão,21,98,2101772,Bela Vista do Maranhão,NÃO,CLARO,1,1,1,null
Espírito Santo,32,28,3203007,Iúna,NÃO,TIM,5,4,1,null
Espírito Santo,32,27,3201308,Cariacica,NÃO,VIVO,31,67,73,69
Minas Gerais,31,35,3110707,Cambuquira,NÃO,CLARO,2,2,2,null
Bahia,29,73,2916708,Itaquara,NÃO,TIM,1,1,2,null
Minas Gerais,31,35,3169406,Três Pontas,NÃO,TIM,6,2,5,null
Espírito Santo,32,27,3201159,Brejetuba,NÃO,VIVO,2,3,3,2
Paraná,41,44,4107504,Engenheiro Beltrão,NÃO,VIVO,2,2,2,null
Bahia,29,73,2922755,Nova Ibiá,NÃO,VIVO,1,1,1,null
São Paulo,35,18,3532108,Murutinga do Sul,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3540754,Potim,NÃO,TIM,2,2,1,null
Goiás,52,64,5202601,Aurilândia,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,51,4313391,Novo Cabrais,NÃO,TIM,2,null,5,null
Ceará,23,85,2301208,Aracoiaba,NÃO,CLARO,1,1,1,null
Paraná,41,44,4110409,Indianópolis,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,54,4307864,Fagundes Varela,NÃO,VIVO,1,1,1,null
Pernambuco,26,81,2601300,Barra de Guabiraba,NÃO,VIVO,1,3,2,null
Santa Catarina,42,48,4211256,Morro Grande,NÃO,TIM,1,1,1,null
Paraná,41,45,4116059,Missal,NÃO,CLARO,2,2,2,null
Piauí,22,86,2201770,Boa Hora,NÃO,CLARO,null,1,1,null
Tocantins,17,63,1715150,Novo Alegre,NÃO,TIM,null,null,1,null
São Paulo,35,17,3533254,Novais,NÃO,TIM,2,1,1,null
Ceará,23,88,2311801,Russas,NÃO,TIM,5,4,5,3
Pará,15,94,1505494,Palestina do Pará,NÃO,VIVO,1,1,1,null
Santa Catarina,42,47,4219408,Witmarsum,NÃO,TIM,1,2,2,null
Rio Grande do Sul,43,55,4316303,Roque Gonzales,NÃO,VIVO,2,1,2,null
Minas Gerais,31,37,3119807,Córrego Danta,NÃO,TIM,1,null,2,null
São Paulo,35,16,3543402,Ribeirão Preto,NÃO,VIVO,35,62,88,91
Rio Grande do Sul,43,51,4301651,Barão,NÃO,VIVO,1,1,1,null
Paraná,41,45,4127858,Três Barras do Paraná,NÃO,TIM,1,1,1,null
Paraná,41,42,4117800,Palmital,NÃO,TIM,1,1,1,1
Piauí,22,86,2201945,Boqueirão do Piauí,NÃO,VIVO,1,1,1,null
Alagoas,27,82,2702207,Coqueiro Seco,NÃO,VIVO,1,1,2,null
Minas Gerais,31,35,3101904,Alpinópolis,NÃO,CLARO,3,1,3,null
São Paulo,35,11,3518305,Guararema,NÃO,VIVO,3,9,10,null
Minas Gerais,31,32,3166204,Senhora dos Remédios,NÃO,TIM,1,null,2,null
Maranhão,21,98,2106805,Mirinzal,NÃO,VIVO,1,2,2,null
Santa Catarina,42,49,4203105,Caibi,NÃO,TIM,null,2,2,null
Minas Gerais,31,37,3137205,Lagoa da Prata,NÃO,VIVO,2,5,5,2
Bahia,29,73,2931350,Teixeira de Freitas,NÃO,TIM,4,3,8,3
Rio Grande do Sul,43,53,4311007,Jaguarão,NÃO,CLARO,3,3,4,null
Paraná,41,44,4126801,Tapejara,NÃO,VIVO,1,1,1,null
Minas Gerais,31,38,3109303,Buritis,NÃO,TIM,3,1,3,null
Tocantins,17,63,1700707,Alvorada,NÃO,TIM,2,2,4,null
Minas Gerais,31,34,3127909,Grupiara,NÃO,CLARO,1,1,1,null
São Paulo,35,15,3537800,Piedade,NÃO,TIM,9,3,4,null
Minas Gerais,31,33,3156809,Sabinópolis,NÃO,TIM,1,3,3,null
Bahia,29,74,2918357,João Dourado,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,55,4304309,Cândido Godói,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2407104,Macaíba,NÃO,CLARO,8,10,10,null
Minas Gerais,31,35,3118700,Coqueiral,NÃO,VIVO,1,2,2,null
São Paulo,35,18,3521606,Irapuru,NÃO,CLARO,1,1,1,null
Pernambuco,26,87,2614105,Sertânia,NÃO,CLARO,5,4,5,null
Paraná,41,43,4109708,Ibaiti,NÃO,TIM,1,3,5,1
Santa Catarina,42,47,4214607,Rio do Oeste,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2709202,Traipu,NÃO,VIVO,2,2,2,null
Pernambuco,26,81,2611408,Primavera,NÃO,VIVO,null,1,1,null
Goiás,52,62,5213855,Morro Agudo de Goiás,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4313805,Palmitinho,NÃO,CLARO,1,null,1,null
Paraná,41,44,4107306,Doutor Camargo,NÃO,TIM,1,2,2,null
Rio Grande do Sul,43,54,4318622,São José dos Ausentes,NÃO,TIM,null,null,1,null
Maranhão,21,99,2105922,Lagoa do Mato,NÃO,VIVO,1,null,null,null
São Paulo,35,12,3542305,Redenção da Serra,NÃO,CLARO,1,2,2,null
Pernambuco,26,87,2607000,Inajá,NÃO,TIM,1,1,1,null
Piauí,22,89,2201101,Avelino Lopes,NÃO,VIVO,2,3,3,null
Minas Gerais,31,37,3142403,Moema,NÃO,ALGAR,1,1,1,null
Santa Catarina,42,48,4215604,Santa Rosa de Lima,NÃO,TIM,1,1,2,1
Minas Gerais,31,32,3154408,Ressaquinha,NÃO,TIM,1,1,1,null
Minas Gerais,31,37,3148905,Pedra do Indaiá,NÃO,VIVO,1,2,3,null
Rio Grande do Norte,24,84,2404705,Ipanguaçu,NÃO,VIVO,null,1,1,null
Pernambuco,26,87,2607109,Ingazeira,NÃO,CLARO,1,1,1,null
Goiás,52,64,5204300,Caçu,NÃO,TIM,1,1,1,null
Minas Gerais,31,35,3107901,Bom Repouso,NÃO,TIM,1,1,1,null
Paraíba,25,83,2515401,São Vicente do Seridó,NÃO,VIVO,1,1,1,null
São Paulo,35,18,3556305,Valparaíso,NÃO,TIM,3,1,1,null
Tocantins,17,63,1715002,Nova Rosalândia,NÃO,TIM,null,1,2,null
Piauí,22,86,2204659,Ilha Grande,NÃO,VIVO,2,2,1,null
São Paulo,35,18,3541505,Presidente Venceslau,NÃO,VIVO,1,2,2,null
Roraima,14,95,1400175,Cantá,NÃO,VIVO,1,1,2,null
Bahia,29,77,2904803,Caatiba,NÃO,CLARO,2,1,1,null
Rio Grande do Sul,43,54,4309902,Ibiraiaras,NÃO,VIVO,1,1,1,null
Santa Catarina,42,49,4219705,Xaxim,NÃO,VIVO,2,2,2,null
Santa Catarina,42,48,4201406,Araranguá,NÃO,TIM,6,6,9,3
Minas Gerais,31,31,3112901,Caputira,NÃO,VIVO,1,2,2,null
Espírito Santo,32,27,3203205,Linhares,NÃO,TIM,30,33,11,null
São Paulo,35,17,3516903,General Salgado,NÃO,CLARO,1,1,1,null
Pernambuco,26,81,2610707,Paulista,NÃO,TIM,14,17,17,13
Bahia,29,77,2907103,Carinhanha,NÃO,TIM,null,2,3,null
Minas Gerais,31,32,3148301,Paula Cândido,NÃO,CLARO,1,1,1,null
Ceará,23,88,2305308,Ibiapina,NÃO,CLARO,3,3,3,null
São Paulo,35,14,3519253,Iaras,NÃO,TIM,2,2,5,null
Rio Grande do Sul,43,55,4309506,Guarani das Missões,NÃO,VIVO,2,1,2,null
Rondônia,11,69,1101401,Monte Negro,NÃO,VIVO,2,null,1,null
Goiás,52,62,5208608,Goianésia,NÃO,TIM,4,4,12,null
Paraná,41,42,4110201,Inácio Martins,NÃO,TIM,1,1,1,null
Minas Gerais,31,34,3170206,Uberlândia,NÃO,VIVO,54,71,95,98
Rio Grande do Sul,43,55,4310405,Independência,NÃO,TIM,1,1,1,null
Rio Grande do Norte,24,84,2409209,Passagem,NÃO,TIM,null,1,1,null
Paraná,41,43,4102406,Bandeirantes,NÃO,TIM,2,3,3,null
São Paulo,35,18,3530102,Mirandópolis,NÃO,CLARO,3,4,4,null
Rio Grande do Sul,43,51,4306551,Dom Pedro de Alcântara,NÃO,TIM,1,2,3,null
Minas Gerais,31,32,3142106,Miradouro,NÃO,VIVO,1,1,1,null
Santa Catarina,42,49,4204202,Chapecó,NÃO,VIVO,22,18,27,18
Minas Gerais,31,37,3149705,Perdigão,NÃO,CLARO,4,1,4,null
Minas Gerais,31,35,3104908,Baependi,NÃO,TIM,1,1,2,null
Sergipe,28,79,2806107,Rosário do Catete,NÃO,TIM,3,1,1,null
Maranhão,21,98,2102002,Bom Jardim,NÃO,CLARO,2,2,2,null
Pernambuco,26,87,2603405,Calumbi,NÃO,BRISANET,null,null,1,null
Paraná,41,44,4106555,Corumbataí do Sul,NÃO,TIM,1,2,2,null
Minas Gerais,31,35,3159902,Santo Antônio do Amparo,NÃO,VIVO,3,3,4,null
Minas Gerais,31,32,3169000,Tocantins,NÃO,TIM,1,1,3,null
Piauí,22,89,2204402,Gilbués,NÃO,VIVO,null,1,2,null
Minas Gerais,31,38,3136306,João Pinheiro,NÃO,VIVO,5,13,13,null
Minas Gerais,31,38,3144656,Ninheira,NÃO,CLARO,null,1,null,null
Ceará,23,88,2306603,Itatira,NÃO,CLARO,null,5,5,null
Santa Catarina,42,48,4211603,Nova Veneza,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,51,4315156,Progresso,NÃO,CLARO,2,1,2,null
Bahia,29,75,2925907,Quijingue,NÃO,TIM,null,1,3,null
Maranhão,21,98,2109452,Raposa,NÃO,VIVO,5,6,9,null
Ceará,23,88,2311801,Russas,NÃO,VIVO,3,7,8,1
Paraná,41,42,4110201,Inácio Martins,NÃO,CLARO,1,1,1,null
Bahia,29,74,2930204,Sento Sé,NÃO,CLARO,3,4,3,null
Minas Gerais,31,31,3109907,Caetanópolis,NÃO,CLARO,2,null,2,null
Rio Grande do Sul,43,55,4316402,Rosário do Sul,NÃO,TIM,2,null,6,null
Rio de Janeiro,33,22,3300704,Cabo Frio,NÃO,TIM,17,16,56,12
São Paulo,35,14,3540101,Pongaí,NÃO,TIM,2,2,2,null
Pernambuco,26,81,2607752,Itapissuma,NÃO,CLARO,2,2,2,null
Minas Gerais,31,33,3148608,Peçanha,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5107040,Primavera do Leste,NÃO,TIM,3,4,11,null
Goiás,52,62,5203807,Britânia,NÃO,TIM,1,1,1,null
São Paulo,35,19,3530508,Mococa,NÃO,VIVO,5,7,7,3
Goiás,52,62,5203609,Brazabrantes,NÃO,CLARO,1,1,1,null
São Paulo,35,13,3509908,Cananéia,NÃO,VIVO,1,5,5,null
Minas Gerais,31,33,3159506,Santa Rita do Itueto,NÃO,TIM,1,1,2,null
Piauí,22,86,2206209,Miguel Alves,NÃO,VIVO,null,2,4,null
Ceará,23,88,2309904,Pacujá,NÃO,TIM,null,null,1,null
Ceará,23,88,2307304,Juazeiro do Norte,NÃO,CLARO,10,19,25,19
Santa Catarina,42,48,4209607,Lauro Müller,NÃO,CLARO,2,1,2,null
Minas Gerais,31,31,3114907,Casa Grande,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4205175,Entre Rios,NÃO,CLARO,1,1,1,null
São Paulo,35,18,3542206,Rancharia,NÃO,TIM,6,1,3,null
Santa Catarina,42,48,4206009,Governador Celso Ramos,NÃO,CLARO,4,3,5,null
Bahia,29,77,2905008,Caculé,NÃO,VIVO,1,1,1,null
São Paulo,35,14,3501509,Alvinlândia,NÃO,CLARO,null,1,1,null
Ceará,23,88,2307403,Jucás,NÃO,CLARO,1,1,1,null
Pernambuco,26,81,2610004,Palmares,NÃO,VIVO,5,6,8,null
Santa Catarina,42,49,4207809,Irani,NÃO,VIVO,2,1,1,null
Goiás,52,64,5204409,Caiapônia,NÃO,VIVO,2,2,2,null
São Paulo,35,19,3548005,Santo Antônio de Posse,NÃO,TIM,1,1,4,null
Minas Gerais,31,35,3167806,Soledade de Minas,NÃO,CLARO,1,null,1,null
Sergipe,28,79,2803807,Malhada dos Bois,NÃO,TIM,null,1,1,null
Mato Grosso do Sul,50,67,5003488,Dois Irmãos do Buriti,NÃO,CLARO,1,1,1,null
Mato Grosso do Sul,50,67,5005004,Jardim,NÃO,CLARO,2,1,2,null
Ceará,23,88,2312908,Sobral,NÃO,TIM,10,15,15,6
São Paulo,35,14,3542503,Reginópolis,NÃO,TIM,2,2,4,null
Minas Gerais,31,35,3147303,Paraisópolis,NÃO,TIM,2,1,4,null
Minas Gerais,31,31,3100401,Acaiaca,NÃO,VIVO,1,1,2,null
Pará,15,91,1508001,Tomé-Açu,NÃO,VIVO,4,6,12,null
Pará,15,93,1502855,Curuá,NÃO,VIVO,1,2,2,null
São Paulo,35,19,3530706,Mogi Guaçu,NÃO,CLARO,9,14,15,1
Paraná,41,45,4127700,Toledo,NÃO,VIVO,8,9,21,12
Rio de Janeiro,33,24,3306206,Vassouras,NÃO,TIM,5,3,7,null
Pará,15,91,1501105,Bagre,NÃO,VIVO,1,2,2,null
Mato Grosso do Sul,50,67,5002951,Chapadão do Sul,NÃO,TIM,1,null,3,null
Piauí,22,89,2202251,Canavieira,NÃO,CLARO,1,1,1,null
Minas Gerais,31,38,3107307,Bocaiúva,NÃO,TIM,5,1,1,null
Paraná,41,41,4101200,Antonina,NÃO,CLARO,3,3,3,null
Bahia,29,75,2907806,Cícero Dantas,NÃO,TIM,1,1,1,null
Goiás,52,62,5220454,Senador Canedo,NÃO,VIVO,3,11,12,8
Mato Grosso,51,66,5105200,Juscimeira,NÃO,TIM,3,3,4,null
Goiás,52,62,5200308,Alexânia,NÃO,CLARO,8,8,9,null
São Paulo,35,13,3518701,Guarujá,NÃO,CLARO,36,50,53,18
Rio Grande do Sul,43,53,4322327,Turuçu,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3146602,Paiva,NÃO,TIM,null,null,1,null
Paraná,41,42,4108502,General Carneiro,NÃO,VIVO,2,1,2,null
Alagoas,27,82,2701001,Boca da Mata,NÃO,CLARO,1,2,2,null
Rio Grande do Sul,43,54,4310009,Ibirubá,NÃO,TIM,1,null,3,null
São Paulo,35,11,3538600,Piracaia,NÃO,TIM,1,null,1,null
Bahia,29,75,2901304,Andaraí,NÃO,CLARO,2,3,2,null
Minas Gerais,31,37,3130309,Iguatama,NÃO,ALGAR,1,1,1,null
Ceará,23,88,2311504,Quixeré,NÃO,CLARO,1,1,1,null
Mato Grosso do Sul,50,67,5008305,Três Lagoas,NÃO,CLARO,20,28,28,3
Tocantins,17,63,1702901,Axixá do Tocantins,NÃO,CLARO,2,1,2,null
Santa Catarina,42,49,4201273,Arabutã,NÃO,CLARO,1,null,1,null
Mato Grosso,51,66,5107180,Ribeirão Cascalheira,NÃO,CLARO,1,3,3,null
Santa Catarina,42,48,4208708,Jacinto Machado,NÃO,TIM,2,1,1,null
São Paulo,35,18,3555208,Turiúba,NÃO,CLARO,1,1,1,null
Piauí,22,89,2205565,Lagoa do Barro do Piauí,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4300703,Anta Gorda,NÃO,VIVO,1,1,1,null
Minas Gerais,31,38,3120300,Cristália,NÃO,VIVO,1,1,1,null
Piauí,22,89,2203404,Dom Expedito Lopes,NÃO,TIM,null,1,1,null
Paraíba,25,83,2502003,Belém do Brejo do Cruz,NÃO,CLARO,null,1,1,null
Pará,15,91,1501600,Bonito,NÃO,TIM,1,1,1,null
Paraíba,25,83,2509305,Mataraca,NÃO,VIVO,1,3,1,null
Tocantins,17,63,1711803,Juarina,NÃO,CLARO,null,1,1,null
São Paulo,35,14,3504701,Balbinos,NÃO,VIVO,null,1,1,null
